"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
08.mar;0.705;0.12;02.iyn;0.092;12;28;0.9994;mar.51;0.72;10;5
07.apr;0.67;0.12;01.iyn;0.186;5;21;0.996;mar.39;0.54;09.may;5
08.apr;0.65;0.6;02.yan;0.112;12;90;0.9973;03.fev;0.52;09.fev;5
10.mar;0.53;0.48;02.may;0.063;6;25;0.9998;03.dek;0.59;09.mar;6
07.iyn;0.62;0.32;02.fev;0.082;7;54;0.9966;mar.36;0.52;09.apr;5
10.mar;0.41;0.42;02.apr;0.213;6;14;0.9994;mar.19;0.62;09.may;6
10.mar;0.43;0.44;02.apr;0.214;5;12;0.9994;mar.19;0.63;09.may;6
07.apr;0.29;0.38;01.iyl;0.062;9;30;0.9968;mar.41;0.53;09.may;6
10.mar;0.53;0.48;02.may;0.063;6;25;0.9998;03.dek;0.59;09.mar;6
07.sen;0.53;0.24;2;0.072;15;105;0.996;mar.27;0.54;09.apr;6
9;0.46;0.31;02.avq;0.093;19;98;0.99815;mar.32;0.63;09.may;6
08.iyn;0.47;0.3;3;0.076;30;135;0.9976;03.mar;0.53;09.apr;5
07.apr;0.36;0.29;02.iyn;0.087;26;72;0.99645;mar.39;0.68;11;5
07.yan;0.35;0.29;02.may;0.096;20;53;0.9962;mar.42;0.65;11;6
09.iyn;0.56;0.23;03.apr;0.102;37;92;0.9996;03.mar;0.65;10.yan;5
09.iyn;0.77;0.12;02.sen;0.082;30;74;0.99865;03.mar;0.64;10.apr;6
09.avq;0.66;0.39;03.fev;0.083;21;59;0.9989;mar.37;0.71;11.may;7
09.iyn;0.77;0.12;02.sen;0.082;30;74;0.99865;03.mar;0.64;10.apr;6
09.avq;0.66;0.39;03.fev;0.083;21;59;0.9989;mar.37;0.71;11.may;7
09.mar;0.61;0.26;03.apr;0.09;25;87;0.99975;mar.24;0.62;09.iyl;5
07.avq;0.62;0.05;02.mar;0.079;6;18;0.99735;mar.29;0.63;09.mar;5
10.mar;0.59;0.42;02.avq;0.09;35;73;0.999;mar.28;0.7;09.may;6
10;0.49;0.2;11;0.071;13;50;10.015;mar.16;0.69;09.fev;6
10;0.49;0.2;11;0.071;13;50;10.015;mar.16;0.69;09.fev;6
11.iyn;0.53;0.66;mar.65;0.121;6;14;0.9978;03.may;0.74;11.may;7
10.mar;0.44;0.5;04.may;0.107;5;13;0.998;mar.28;0.83;11.may;5
13.apr;0.27;0.62;02.iyn;0.082;6;21;10.002;mar.16;0.67;09.iyl;6
10.iyl;0.46;0.39;2;0.061;7;15;0.9981;mar.18;0.62;09.may;5
10.fev;0.36;0.64;02.sen;0.122;10;41;0.998;mar.23;0.66;12.may;6
10.fev;0.36;0.64;02.sen;0.122;10;41;0.998;mar.23;0.66;12.may;6
8;0.58;0.28;03.fev;0.066;21;114;0.9973;mar.22;0.54;09.apr;6
08.apr;0.56;0.08;02.yan;0.105;16;44;0.9958;mar.13;0.52;11;5
07.sen;0.65;0.01;02.may;0.078;17;38;0.9963;mar.34;0.74;11.iyl;7
11.sen;0.695;0.53;03.apr;0.128;7;21;0.9992;mar.17;0.84;12.fev;7
08.sen;0.43;0.45;01.sen;0.052;6;16;0.9948;mar.35;0.7;12.may;6
07.avq;0.43;0.32;02.avq;0.08;29;58;0.9974;mar.31;0.64;10.mar;5
12.apr;0.49;0.58;3;0.103;28;99;10.008;mar.16;1;11.may;6
12.may;0.28;0.54;02.mar;0.082;12;29;0.9997;03.noy;yan.36;09.avq;7
12.fev;0.34;0.5;02.apr;0.066;10;21;1;03.dek;yan.18;09.fev;6
10.iyn;0.42;0.48;02.iyl;0.065;5;18;0.9972;mar.21;0.87;11.mar;6
10.sen;0.39;0.47;01.avq;0.118;6;14;0.9982;03.mar;0.75;09.avq;6
10.sen;0.39;0.47;01.avq;0.118;6;14;0.9982;03.mar;0.75;09.avq;6
11.sen;0.57;0.5;02.iyn;0.082;6;32;10.006;03.dek;0.78;10.iyl;6
7;0.685;0;01.sen;0.067;40;63;0.9979;03.iyn;0.81;09.sen;5
06.iyn;0.815;0.02;02.iyl;0.072;17;34;0.9955;mar.58;0.89;12.mar;7
13.avq;0.49;0.67;3;0.093;6;15;0.9986;03.fev;0.93;12;6
09.iyn;0.56;0.31;02.avq;0.089;15;46;0.9979;03.noy;0.92;10;6
09.yan;0.785;0;02.iyn;0.093;11;28;0.9994;mar.36;0.86;09.apr;6
10.iyl;0.67;0.22;02.iyl;0.107;17;34;10.004;mar.28;0.98;09.sen;6
09.yan;0.795;0;02.iyn;0.096;11;26;0.9994;mar.35;0.83;09.apr;6
07.iyl;0.665;0;02.apr;0.09;8;19;0.9974;mar.27;0.73;09.mar;5
13.may;0.53;0.79;04.avq;0.12;23;77;10.018;mar.18;0.77;13;5
06.yan;0.21;0.4;01.apr;0.066;40.5;165;0.9912;mar.25;0.59;11.sen;6
06.iyl;0.75;0.01;02.apr;0.078;17;32;0.9955;mar.55;0.61;12.avq;6
11.may;0.41;0.52;3;0.08;29;55;10.001;mar.26;0.88;11;5
10.may;0.42;0.66;fev.95;0.116;12;29;0.997;mar.24;0.75;11.iyl;7
11.sen;0.43;0.66;03.yan;0.109;10;23;1;mar.15;0.85;10.apr;7
12.iyn;0.38;0.66;02.iyn;0.088;10;41;1.001;mar.17;0.68;09.avq;6
08.fev;0.7;0.23;2;0.099;14;81;0.9973;mar.19;0.7;09.apr;5
08.iyn;0.45;0.31;02.iyn;0.086;21;50;0.9982;mar.37;0.91;09.sen;6
11.sen;0.58;0.66;02.may;0.072;6;37;0.9992;03.may;0.56;10;5
12.may;0.46;0.63;2;0.071;6;15;0.9988;fev.99;0.87;10.fev;5
12.avq;0.615;0.66;05.avq;0.083;7;42;10.022;03.iyl;0.73;10;7
10;0.42;0.5;03.apr;0.107;7;21;0.9979;mar.26;0.93;11.avq;6
12.avq;0.615;0.66;05.avq;0.083;7;42;10.022;03.iyl;0.73;10;7
10.apr;0.575;0.61;02.iyn;0.076;11;24;1;mar.16;0.69;9;5
10.mar;0.34;0.52;02.avq;0.159;15;75;0.9998;mar.18;0.64;09.apr;5
09.apr;0.27;0.53;02.apr;0.074;6;18;0.9962;03.fev;yan.13;12;7
06.sen;0.765;0.02;02.mar;0.063;35;63;0.9975;mar.57;0.78;09.sen;5
07.sen;0.24;0.4;01.iyn;0.056;11;25;0.9967;mar.32;0.87;08.iyl;6
09.yan;0.28;0.48;01.avq;0.067;26;46;0.9967;mar.32;01.apr;10.iyn;6
07.apr;0.55;0.22;02.fev;0.106;12;72;0.9959;03.may;0.63;09.fev;5
14;0.41;0.63;03.avq;0.089;6;47;10.014;03.yan;0.81;10.avq;6
11.may;0.54;0.71;04.apr;0.124;6;15;0.9984;03.yan;0.83;11.avq;7
11.may;0.45;0.5;3;0.078;19;47;10.003;mar.26;01.noy;11;6
09.apr;0.27;0.53;02.apr;0.074;6;18;0.9962;03.fev;yan.13;12;7
11.apr;0.625;0.66;06.fev;0.088;6;24;0.9988;03.noy;0.99;13.mar;6
08.mar;0.42;0.38;02.may;0.094;24;60;0.9979;mar.31;0.7;10.avq;6
08.mar;0.26;0.42;2;0.08;11;27;0.9974;mar.21;0.8;09.apr;6
13.iyl;0.415;0.68;02.sen;0.085;17;43;10.014;03.iyn;0.8;10;6
08.mar;0.26;0.42;2;0.08;11;27;0.9974;mar.21;0.8;09.apr;6
08.mar;0.26;0.42;2;0.08;11;27;0.9974;mar.21;0.8;09.apr;6
07.iyl;0.51;0.28;02.yan;0.087;23;54;0.998;mar.42;0.74;09.fev;5
07.apr;0.63;0.07;02.apr;0.09;11;37;0.9979;mar.43;0.76;09.iyl;6
07.avq;0.54;0.26;2;0.088;23;48;0.9981;mar.41;0.74;09.fev;6
08.mar;0.66;0.15;01.sen;0.079;17;42;0.9972;mar.31;0.54;09.iyn;6
07.avq;0.46;0.26;01.sen;0.088;23;53;0.9981;mar.43;0.74;09.fev;6
09.iyn;0.38;0.31;02.may;0.096;16;49;0.9982;mar.19;0.7;10;7
05.iyn;0.85;0.05;01.apr;0.045;12;88;0.9924;mar.56;0.82;12.sen;8
13.iyl;0.415;0.68;02.sen;0.085;17;43;10.014;03.iyn;0.8;10;6
09.may;0.37;0.52;2;0.082;6;26;0.998;mar.18;0.51;09.may;5
08.apr;0.665;0.61;2;0.112;13;95;0.997;mar.16;0.54;09.yan;5
12.iyl;0.6;0.65;02.mar;0.063;6;25;0.9997;03.mar;0.57;09.sen;5
12;0.37;0.76;04.fev;0.066;7;38;10.004;mar.22;0.6;13;7
06.iyn;0.735;0.02;07.sen;0.122;68;124;0.9994;mar.47;0.53;09.sen;5
11.may;0.59;0.59;02.iyn;0.087;13;49;0.9988;mar.18;0.65;11;6
11.may;0.59;0.59;02.iyn;0.087;13;49;0.9988;mar.18;0.65;11;6
08.iyl;0.765;0.22;02.mar;0.064;9;42;0.9963;03.yan;0.55;09.apr;5
06.iyn;0.735;0.02;07.sen;0.122;68;124;0.9994;mar.47;0.53;09.sen;5
07.iyl;0.26;0.3;01.iyl;0.059;20;38;0.9949;mar.29;0.47;10.avq;6
12.fev;0.48;0.54;02.iyn;0.085;19;64;1;03.yan;0.61;10.may;6
11.apr;0.6;0.49;02.iyl;0.085;10;41;0.9994;mar.15;0.63;10.may;6
07.iyl;0.69;0.05;02.iyl;0.075;15;27;0.9974;mar.26;0.61;09.yan;5
08.iyl;0.31;0.46;01.apr;0.059;11;25;0.9966;mar.36;0.76;10.yan;6
09.avq;0.44;0.47;02.may;0.063;9;28;0.9981;mar.24;0.65;10.avq;6
12;0.39;0.66;3;0.093;12;30;0.9996;mar.18;0.63;10.avq;7
10.apr;0.34;0.58;03.iyl;0.174;6;16;0.997;mar.19;0.7;11.mar;6
12.may;0.46;0.49;04.may;0.07;26;49;0.9981;03.may;0.57;09.iyn;4
9;0.43;0.34;02.may;0.08;26;86;0.9987;mar.38;0.62;09.may;6
09.yan;0.45;0.35;02.apr;0.08;23;78;0.9987;mar.38;0.62;09.may;5
07.yan;0.735;0.16;01.sen;0.1;15;77;0.9966;mar.27;0.64;09.mar;5
09.sen;0.4;0.53;06.iyl;0.097;6;19;0.9986;mar.27;0.82;11.iyl;7
08.avq;0.52;0.34;02.iyl;0.087;24;122;0.9982;mar.26;0.61;09.may;5
08.iyn;0.725;0.24;06.iyn;0.117;31;134;10.014;mar.32;01.iyl;09.mar;5
10.iyn;0.48;0.64;02.fev;0.111;6;20;0.997;mar.26;0.66;11.iyl;6
7;0.58;0.12;01.sen;0.091;34;124;0.9956;mar.44;0.48;10.may;5
11.sen;0.38;0.51;2;0.121;7;20;0.9996;mar.24;0.76;10.apr;6
06.avq;0.77;0;01.avq;0.066;34;52;0.9976;mar.62;0.68;09.sen;5
09.may;0.56;0.33;02.apr;0.089;35;67;0.9972;mar.28;0.73;11.avq;7
06.iyn;0.84;0.03;02.mar;0.059;32;48;0.9952;mar.52;0.56;12.mar;7
07.iyl;0.96;0.2;2;0.047;15;60;0.9955;mar.36;0.44;10.sen;5
10.may;0.24;0.47;02.yan;0.066;6;24;0.9978;mar.15;0.9;11;7
07.iyl;0.96;0.2;2;0.047;15;60;0.9955;mar.36;0.44;10.sen;5
06.iyn;0.84;0.03;02.mar;0.059;32;48;0.9952;mar.52;0.56;12.mar;7
06.apr;0.67;0.08;02.yan;0.045;19;48;0.9949;mar.49;0.49;11.apr;6
09.may;0.78;0.22;01.sen;0.077;6;32;0.9988;mar.26;0.56;10.iyn;6
09.yan;0.52;0.33;01.mar;0.07;9;30;0.9978;mar.24;0.6;09.mar;5
12.avq;0.84;0.63;02.apr;0.088;13;35;0.9997;03.yan;0.6;10.apr;6
10.may;0.24;0.47;02.yan;0.066;6;24;0.9978;mar.15;0.9;11;7
07.avq;0.55;0.35;02.fev;0.074;21;66;0.9974;mar.25;0.56;09.fev;5
11.sen;0.37;0.69;02.mar;0.078;12;24;0.9958;3;0.65;12.avq;6
12.mar;0.39;0.63;02.mar;0.091;6;18;10.004;mar.16;0.49;09.may;5
10.apr;0.41;0.55;03.fev;0.076;22;54;0.9996;mar.15;0.89;09.sen;6
12.mar;0.39;0.63;02.mar;0.091;6;18;10.004;mar.16;0.49;09.may;5
8;0.67;0.3;2;0.06;38;62;0.9958;mar.26;0.56;10.fev;6
11.yan;0.45;0.73;03.fev;0.066;6;22;0.9986;mar.17;0.66;11.fev;6
10.apr;0.41;0.55;03.fev;0.076;22;54;0.9996;mar.15;0.89;09.sen;6
7;0.62;0.18;01.may;0.062;7;50;0.9951;03.avq;0.6;09.mar;5
12.iyn;0.31;0.72;02.fev;0.072;6;29;0.9987;fev.88;0.82;09.avq;8
11.sen;0.4;0.65;fev.15;0.068;7;27;0.9988;03.iyn;0.68;11.mar;6
15.iyn;0.685;0.76;03.iyl;0.1;6;43;10.032;fev.95;0.68;11.fev;7
10;0.44;0.49;02.iyl;0.077;11;19;0.9963;mar.23;0.63;11.iyn;7
05.mar;0.57;0.01;01.iyl;0.054;5;27;0.9934;mar.57;0.84;12.may;7
09.may;0.735;0.1;02.yan;0.079;6;31;0.9986;mar.23;0.56;10.yan;6
12.may;0.38;0.6;02.iyn;0.081;31;72;0.9996;03.yan;0.73;10.may;5
09.mar;0.48;0.29;02.yan;0.127;6;16;0.9968;mar.22;0.72;11.fev;5
08.iyn;0.53;0.22;2;0.1;7;27;0.9967;03.fev;0.56;10.fev;6
11.sen;0.39;0.69;02.avq;0.095;17;35;0.9994;03.yan;0.61;10.avq;6
11.sen;0.39;0.69;02.avq;0.095;17;35;0.9994;03.yan;0.61;10.avq;6
08.apr;0.37;0.53;01.avq;0.413;9;26;0.9979;03.iyn;01.iyn;09.yan;6
06.avq;0.56;0.03;01.iyl;0.084;18;35;0.9968;mar.44;0.63;10;6
10.apr;0.33;0.63;02.avq;0.084;5;22;0.9998;mar.26;0.74;11.fev;7
7;0.23;0.4;01.iyn;0.063;21;67;0.9952;03.may;0.63;11.yan;5
11.mar;0.62;0.67;05.fev;0.086;6;19;0.9988;mar.22;0.69;13.apr;8
08.sen;0.59;0.39;02.mar;0.095;5;22;0.9986;mar.37;0.58;10.mar;5
09.fev;0.63;0.21;02.iyl;0.097;29;65;0.9988;mar.28;0.58;09.iyn;5
10.apr;0.33;0.63;02.avq;0.084;5;22;0.9998;mar.26;0.74;11.fev;7
11.iyn;0.58;0.66;02.fev;0.074;10;47;10.008;mar.25;0.57;9;3
09.fev;0.43;0.52;02.mar;0.083;14;23;0.9976;mar.35;0.61;11.mar;6
08.mar;0.615;0.22;02.iyn;0.087;6;19;0.9982;mar.26;0.61;09.mar;5
11;0.26;0.68;fev.55;0.085;10;25;0.997;mar.18;0.61;11.avq;5
08.yan;0.66;0.7;02.fev;0.098;25;129;0.9972;03.avq;0.53;9;5
11.may;0.315;0.54;02.yan;0.084;5;15;0.9987;fev.98;0.7;09.fev;6
10;0.29;0.4;02.sen;0.098;10;26;10.006;mar.48;0.91;09.iyl;5
10.mar;0.5;0.42;2;0.069;21;51;0.9982;mar.16;0.72;11.may;6
08.avq;0.46;0.45;02.iyn;0.065;7;18;0.9947;mar.32;0.79;14;6
11.apr;0.36;0.69;02.yan;0.09;6;21;1;mar.17;0.62;09.fev;6
08.iyl;0.82;0.02;01.fev;0.07;36;48;0.9952;03.fev;0.58;09.avq;5
13;0.32;0.65;02.iyn;0.093;15;47;0.9996;03.may;0.61;10.iyn;5
09.iyn;0.54;0.42;02.apr;0.081;25;52;0.997;03.fev;0.71;11.apr;6
12.may;0.37;0.55;02.iyn;0.083;25;68;0.9995;mar.15;0.82;10.apr;6
09.sen;0.35;0.55;02.yan;0.062;5;14;0.9971;mar.26;0.79;10.iyn;5
10.may;0.28;0.51;01.iyl;0.08;10;24;0.9982;03.fev;0.89;09.apr;6
09.iyn;0.68;0.24;02.fev;0.087;5;28;0.9988;mar.14;0.6;10.fev;5
09.mar;0.27;0.41;2;0.091;6;16;0.998;mar.28;0.7;09.iyl;5
10.apr;0.24;0.49;01.avq;0.075;6;20;0.9977;mar.18;01.iyn;11;6
09.iyn;0.68;0.24;02.fev;0.087;5;28;0.9988;mar.14;0.6;10.fev;5
09.apr;0.685;0.11;02.iyl;0.077;6;31;0.9984;mar.19;0.7;10.yan;6
10.iyn;0.28;0.39;15.may;0.069;6;23;10.026;03.dek;0.66;09.fev;5
09.apr;0.3;0.56;02.avq;0.08;6;17;0.9964;mar.15;0.92;11.iyl;8
10.iyn;0.36;0.59;02.fev;0.152;6;18;0.9986;03.apr;01.may;09.apr;5
10.iyn;0.36;0.6;02.fev;0.152;7;18;0.9986;03.apr;01.iyn;09.apr;5
10.iyn;0.44;0.68;04.yan;0.114;6;24;0.997;03.iyn;0.66;13.apr;6
10.fev;0.67;0.39;01.sen;0.054;6;17;0.9976;mar.17;0.47;10;5
10.fev;0.67;0.39;01.sen;0.054;6;17;0.9976;mar.17;0.47;10;5
10.fev;0.645;0.36;01.avq;0.053;5;14;0.9982;mar.17;0.42;10;6
11.iyn;0.32;0.55;02.avq;0.081;35;67;10.002;mar.32;0.92;10.avq;7
09.mar;0.39;0.4;02.iyn;0.073;10;26;0.9984;mar.34;0.75;10.fev;6
09.mar;0.775;0.27;02.avq;0.078;24;56;0.9984;mar.31;0.67;10.iyn;6
09.fev;0.41;0.5;02.may;0.055;12;25;0.9952;mar.34;0.79;13.mar;7
08.sen;0.4;0.51;02.iyn;0.052;13;27;0.995;mar.32;0.9;13.apr;7
08.iyl;0.69;0.31;3;0.086;23;81;10.002;mar.48;0.74;11.iyn;6
06.may;0.39;0.23;08.mar;0.051;28;91;0.9952;mar.44;0.55;12.yan;6
10.iyl;0.35;0.53;02.iyn;0.07;5;16;0.9972;mar.15;0.65;11;8
07.avq;0.52;0.25;01.sen;0.081;14;38;0.9984;mar.43;0.65;9;6
07.fev;0.34;0.32;02.may;0.09;43;113;0.9966;mar.32;0.79;11.yan;5
10.iyl;0.35;0.53;02.iyn;0.07;5;16;0.9972;mar.15;0.65;11;8
08.iyl;0.69;0.31;3;0.086;23;81;10.002;mar.48;0.74;11.iyn;6
07.avq;0.52;0.25;01.sen;0.081;14;38;0.9984;mar.43;0.65;9;6
10.apr;0.44;0.73;iyn.55;0.074;38;76;0.999;mar.17;0.85;12;7
10.apr;0.44;0.73;iyn.55;0.074;38;76;0.999;mar.17;0.85;12;7
10.may;0.26;0.47;01.sen;0.078;6;24;0.9976;mar.18;01.apr;10.sen;7
10.may;0.24;0.42;01.avq;0.077;6;22;0.9976;mar.21;01.may;10.avq;7
10.fev;0.49;0.63;02.sen;0.072;10;26;0.9968;mar.16;0.78;12.may;7
10.apr;0.24;0.46;01.avq;0.075;6;21;0.9976;mar.25;01.fev;10.avq;7
11.fev;0.67;0.55;02.mar;0.084;6;13;1;mar.17;0.71;09.may;6
10;0.59;0.31;02.fev;0.09;26;62;0.9994;mar.18;0.63;10.fev;6
13.mar;0.29;0.75;02.avq;0.084;23;43;0.9986;03.apr;0.68;11.apr;7
12.apr;0.42;0.49;04.iyn;0.073;19;43;0.9978;03.fev;0.61;09.may;5
10;0.59;0.31;02.fev;0.09;26;62;0.9994;mar.18;0.63;10.fev;6
10.iyl;0.4;0.48;02.yan;0.125;15;49;0.998;03.mar;0.81;09.iyl;6
10.may;0.51;0.64;02.apr;0.107;6;15;0.9973;03.sen;0.66;11.avq;7
10.may;0.51;0.64;02.apr;0.107;6;15;0.9973;03.sen;0.66;11.avq;7
08.may;0.655;0.49;06.yan;0.122;34;151;1.001;mar.31;yan.14;09.mar;5
12.may;0.6;0.49;04.mar;0.1;5;14;1.001;mar.25;0.74;11.sen;6
10.apr;0.61;0.49;02.yan;0.2;5;16;0.9994;mar.16;0.63;08.apr;3
10.sen;0.21;0.49;02.avq;0.088;11;32;0.9972;mar.22;0.68;11.iyl;6
07.mar;0.365;0.49;02.may;0.088;39;106;0.9966;mar.36;0.78;11;5
09.avq;0.25;0.49;02.iyl;0.088;15;33;0.9982;mar.42;0.9;10;6
07.iyn;0.41;0.49;2;0.088;16;43;0.998;mar.48;0.64;09.yan;5
08.fev;0.39;0.49;02.mar;0.099;47;133;0.9979;mar.38;0.99;09.avq;5
09.mar;0.4;0.49;02.may;0.085;38;142;0.9978;mar.22;0.55;09.apr;5
09.fev;0.43;0.49;02.apr;0.086;23;116;0.9976;mar.23;0.64;09.may;5
10.apr;0.64;0.24;02.avq;0.105;29;53;0.9998;mar.24;0.67;09.sen;5
07.mar;0.365;0.49;02.may;0.088;39;106;0.9966;mar.36;0.78;11;5
7;0.38;0.49;02.may;0.097;33;85;0.9962;mar.39;0.77;11.apr;6
08.fev;0.42;0.49;02.iyn;0.084;32;55;0.9988;mar.34;0.75;08.iyl;6
09.sen;0.63;0.24;02.apr;0.077;6;33;0.9974;03.sen;0.57;09.apr;5
09.yan;0.22;0.24;02.yan;0.078;1;28;0.999;mar.41;0.87;10.mar;6
11.sen;0.38;0.49;02.iyl;0.098;12;42;10.004;mar.16;0.61;10.mar;5
11.sen;0.38;0.49;02.iyl;0.098;12;42;10.004;mar.16;0.61;10.mar;5
10.mar;0.27;0.24;02.yan;0.072;15;33;0.9956;mar.22;0.66;12.avq;6
10;0.48;0.24;02.iyl;0.102;13;32;1;mar.28;0.56;10;6
09.yan;0.22;0.24;02.yan;0.078;1;28;0.999;mar.41;0.87;10.mar;6
09.sen;0.63;0.24;02.apr;0.077;6;33;0.9974;03.sen;0.57;09.apr;5
08.yan;0.825;0.24;02.yan;0.084;5;13;0.9972;mar.37;0.77;10.iyl;6
12.sen;0.35;0.49;05.avq;0.066;5;35;10.014;03.fev;0.66;12;7
11.fev;0.5;0.74;may.15;0.1;5;17;0.9996;mar.22;0.62;11.fev;5
09.fev;0.59;0.24;03.mar;0.101;20;47;0.9988;mar.26;0.67;09.iyn;5
09.may;0.46;0.49;06.mar;0.064;5;17;0.9988;mar.21;0.73;11;6
09.mar;0.715;0.24;02.yan;0.07;5;20;0.9966;03.dek;0.59;09.sen;5
11.fev;0.66;0.24;02.may;0.085;16;53;0.9993;03.iyn;0.72;11;6
14.mar;0.31;0.74;01.avq;0.075;6;15;10.008;fev.86;0.79;08.apr;6
09.yan;0.47;0.49;02.iyn;0.094;38;106;0.9982;03.avq;0.59;09.yan;5
07.may;0.55;0.24;2;0.078;10;28;0.9983;mar.45;0.78;09.may;6
10.iyn;0.31;0.49;02.may;0.067;6;21;0.9987;mar.26;0.86;10.iyl;6
12.apr;0.35;0.49;02.iyn;0.079;27;69;0.9994;03.dek;0.75;10.apr;6
9;0.53;0.49;01.sen;0.171;6;25;0.9975;mar.27;0.61;09.apr;6
06.avq;0.51;0.01;02.yan;0.074;9;25;0.9958;mar.33;0.56;09.may;6
09.apr;0.43;0.24;02.avq;0.092;14;45;0.998;mar.19;0.73;10;6
09.may;0.46;0.24;02.iyl;0.092;14;44;0.998;03.dek;0.74;10;6
5;01.apr;0.24;01.iyn;0.05;32;96;0.9934;mar.74;0.62;11.may;5
15.may;0.645;0.49;04.fev;0.095;10;23;100.315;fev.92;0.74;11.yan;5
15.may;0.645;0.49;04.fev;0.095;10;23;100.315;fev.92;0.74;11.yan;5
10.sen;0.53;0.49;04.iyn;0.118;10;17;10.002;03.iyl;0.56;11.iyl;6
15.iyn;0.645;0.49;04.fev;0.095;10;23;100.315;fev.92;0.74;11.yan;5
10.sen;0.53;0.49;04.iyn;0.118;10;17;10.002;03.iyl;0.56;11.iyl;6
13;0.47;0.49;04.mar;0.085;6;47;10.021;03.mar;0.68;12.iyl;6
12.iyl;0.6;0.49;02.avq;0.075;5;19;0.9994;mar.14;0.57;11.apr;5
9;0.44;0.49;02.apr;0.078;26;121;0.9978;mar.23;0.58;09.fev;5
9;0.54;0.49;02.sen;0.094;41;110;0.9982;03.avq;0.61;09.fev;5
07.iyn;0.29;0.49;02.iyl;0.092;25;60;0.9971;mar.31;0.61;10.yan;6
13;0.47;0.49;04.mar;0.085;6;47;10.021;03.mar;0.68;12.iyl;6
12.iyl;0.6;0.49;02.avq;0.075;5;19;0.9994;mar.14;0.57;11.apr;5
08.iyl;0.7;0.24;02.may;0.226;5;15;0.9991;mar.32;0.6;9;6
08.iyl;0.7;0.24;02.may;0.226;5;15;0.9991;mar.32;0.6;9;6
09.avq;0.5;0.49;02.iyn;0.25;5;20;0.999;mar.31;0.79;10.iyl;6
06.fev;0.36;0.24;02.fev;0.095;19;42;0.9946;mar.57;0.57;11.iyl;6
11.may;0.35;0.49;03.mar;0.07;10;37;10.003;mar.32;0.91;11;6
06.fev;0.36;0.24;02.fev;0.095;19;42;0.9946;mar.57;0.57;11.iyl;6
10.fev;0.24;0.49;02.apr;0.075;10;28;0.9978;mar.14;0.61;10.apr;5
10.may;0.59;0.49;02.yan;0.07;14;47;0.9991;03.mar;0.56;09.iyn;4
10.iyn;0.34;0.49;03.fev;0.078;20;78;0.9992;mar.19;0.7;10;6
12.mar;0.27;0.49;03.yan;0.079;28;46;0.9993;03.fev;0.8;10.fev;6
09.sen;0.5;0.24;02.mar;0.103;6;14;0.9978;mar.34;0.52;10;4
08.avq;0.44;0.49;02.avq;0.083;18;111;0.9982;03.mar;0.6;09.may;5
08.avq;0.47;0.49;02.sen;0.085;17;110;0.9982;mar.29;0.6;09.avq;5
10.iyn;0.31;0.49;02.fev;0.063;18;40;0.9976;mar.14;0.51;09.avq;6
12.mar;0.5;0.49;02.fev;0.089;5;14;10.002;mar.19;0.44;09.iyn;5
12.mar;0.5;0.49;02.fev;0.089;5;14;10.002;mar.19;0.44;09.iyn;5
11.iyl;0.49;0.49;02.fev;0.083;5;15;1;mar.19;0.43;09.fev;5
12;0.28;0.49;01.sen;0.074;10;21;0.9976;fev.98;0.66;09.sen;7
11.avq;0.33;0.49;03.apr;0.093;54;80;10.002;03.mar;0.76;10.iyl;7
07.iyn;0.51;0.24;02.apr;0.091;8;38;0.998;mar.47;0.66;09.iyn;6
11.yan;0.31;0.49;02.iyl;0.094;16;47;0.9986;03.dek;01.fev;10.iyn;7
07.mar;0.73;0.24;01.sen;0.108;18;102;0.9967;mar.26;0.59;09.mar;5
5;0.42;0.24;2;0.06;19;50;0.9917;mar.72;0.74;14;8
10.fev;0.29;0.49;02.iyn;0.059;5;13;0.9976;03.may;0.74;10.may;7
9;0.45;0.49;02.iyn;0.084;21;75;0.9987;mar.35;0.57;09.iyl;5
06.iyn;0.39;0.49;01.iyl;0.07;23;149;0.9922;03.dek;0.5;11.may;6
9;0.45;0.49;02.iyn;0.084;21;75;0.9987;mar.35;0.57;09.iyl;5
09.sen;0.49;0.58;03.may;0.094;9;43;10.004;mar.29;0.58;9;5
07.sen;0.72;0.17;02.iyn;0.096;20;38;0.9978;03.apr;0.53;09.may;5
08.sen;0.595;0.41;07.sen;0.086;30;109;0.9998;mar.27;0.57;09.mar;5
12.apr;0.4;0.51;2;0.059;6;24;0.9994;03.apr;0.6;09.mar;6
11.sen;0.58;0.58;01.sen;0.071;5;18;0.998;03.sen;0.63;10;6
08.may;0.585;0.18;02.yan;0.078;5;30;0.9967;03.fev;0.48;09.avq;6
12.iyl;0.59;0.45;02.mar;0.082;11;22;1;3;0.7;09.mar;6
08.fev;0.915;0.27;02.yan;0.088;7;23;0.9962;mar.26;0.47;10;4
13.fev;0.46;0.52;02.fev;0.071;12;35;10.006;03.yan;0.56;9;6
07.iyl;0.835;0;02.iyn;0.081;6;14;0.9975;03.mar;0.52;09.mar;5
13.fev;0.46;0.52;02.fev;0.071;12;35;10.006;03.yan;0.56;9;6
08.mar;0.58;0.13;02.sen;0.096;14;63;0.9984;mar.17;0.62;09.yan;6
08.mar;0.6;0.13;02.iyn;0.085;6;24;0.9984;mar.31;0.59;09.fev;6
